Type,OpCo,Plant,Customer,Delivery Date,Movement,Industry,Material_Group
M,North America,US01,200434,15-09-2015,20348.137,1001,2015497
M,North America,US01,201099,04-08-2015,19985.264,1003,2012889
M,North America,US01,201099,21-10-2015,20103.197,1003,2012889
M,North America,US01,201099,15-10-2015,13244.886,1003,2012889
M,North America,US01,201099,26-04-2016,13281.174,1003,2012889
M,North America,US01,BE01,15-06-2017,7461.589,5000,2012889
M,North America,US01,201099,05-10-2017,2866.702,1004,2012110
M,North America,US01,201099,15-03-2018,3011.851,1004,2012110
M,North America,US01,201099,15-10-2015,2912.061,1004,2012110
M,North America,US01,201099,03-02-2016,2150.026,1004,2012110
M,North America,US01,201099,26-04-2016,2531.044,1004,2012110
M,North America,US01,201099,30-09-2016,2875.774,1004,2012110
M,North America,US01,201099,20-02-2017,2912.061,1004,2012110
M,North America,US01,201099,16-05-2017,2558.259,1004,2012110
M,North America,US01,201099,22-06-2018,2413.11,1004,2012110
M,North America,US01,BE01,02-11-2015,1009.22,5000,2020462
M,North America,US01,BE01,29-04-2016,1027.658,5000,2021088
M,North America,US01,BE01,10-07-2017,476.612,5000,2019891
M,North America,US01,BE01,31-07-2017,3,5000,1000181
M,North America,US01,BE01,02-09-2020,680.4,5000,1011408
M,North America,US01,BE01,16-12-2020,680.4,5000,1011408
M,North America,US01,BE01,28-01-2021,680.4,5000,1011408
M,North America,US01,BE01,22-02-2021,340.2,5000,1011408
M,North America,US01,BE01,18-03-2021,680.4,5000,1011408
M,North America,US01,BE01,26-05-2021,680.4,5000,1011408
M,North America,US01,BE01,12-08-2021,7349.098,5000,1000225
M,North America,US01,BE01,26-08-2021,680.4,5000,1011408
M,North America,US01,BE01,23-09-2021,680.4,5000,1011408
M,North America,US01,BE01,11-02-2022,680.402,5000,1011408
M,North America,US01,BE01,08-04-2022,680.402,5000,1011408
M,North America,US01,BE01,30-11-2015,-1009.22,5000,2020462
M,North America,US01,BE01,10-11-2015,1009.22,5000,2020462
M,North America,US01,BE01,01-08-2017,650.172,5000,1000181
M,North America,US01,201099,11-04-2018,-2222.6,1003,2014652
M,North America,US01,200434,07-03-2018,1399.786,1001,2016026
M,North America,US01,200434,06-04-2018,1399.786,1001,2016026
M,North America,US01,200434,06-06-2018,1399.786,1001,2016026
M,North America,US01,200434,06-08-2018,1399.786,1001,2016026
M,North America,US01,BE01,01-11-2018,1077.281,5000,2014056
M,North America,US01,BE01,06-12-2018,1077.281,5000,2014056
M,North America,US01,201099,27-01-2022,1996,1003,2021042
M,North America,US01,201099,23-02-2022,1996,1003,2021042
M,North America,US01,201099,24-03-2022,1996,1003,2021042
M,North America,US01,201099,11-05-2022,1996,1003,2021042
M,North America,US01,201099,24-05-2022,1996,1003,2021042
M,North America,US01,201099,28-06-2022,1996,1003,2021042
M,North America,US01,201099,08-08-2022,1996,1003,2021042
M,North America,US01,201099,06-09-2022,1996,1003,2021042
M,North America,US01,200434,05-06-2018,2799.572,1001,2016026
M,North America,US01,200434,18-06-2018,2799.571,1001,2016026
M,North America,US01,200434,06-07-2018,2799.572,1001,2016026
M,North America,US01,200434,13-07-2018,2799.571,1001,2016026
M,North America,US01,200434,01-08-2018,2799.572,1001,2016026
M,North America,US01,BE01,19-04-2019,2154.563,5000,2014056
M,North America,US01,BE01,19-08-2019,1900,5000,2015176
M,North America,US01,BE01,29-04-2022,45.359,5000,2019832
M,North America,US01,201099,12-01-2022,3992,1003,2021042
M,North America,US01,201099,07-03-2022,3992,1003,2021042
M,North America,US01,201099,18-04-2022,3992,1003,2021042
M,North America,US01,201099,14-06-2022,3992,1003,2021042
M,North America,US01,201099,10-08-2022,3992,1003,2021042
M,North America,US01,201099,12-09-2022,3992,1003,2021042
M,North America,US01,200434,18-05-2018,5599.142,1001,2016026
M,North America,US01,200434,23-07-2018,5599.143,1001,2016026
M,North America,US01,BE01,23-05-2018,72.575,5000,2021435
M,North America,US01,BE01,25-03-2020,72.575,5000,2021859
M,North America,US01,200434,03-04-2018,4199.357,1001,2016026
M,North America,US01,BE01,17-02-2020,653.172,5000,2021859
M,North America,US01,BE01,20-07-2018,3231.844,5000,2014056
M,North America,US01,BE01,26-07-2018,3231.844,5000,2014056
M,North America,US01,BE01,14-02-2019,3231.844,5000,2014056
M,North America,US01,BE01,28-06-2019,3231.844,5000,2014056
M,North America,US01,BE01,12-11-2019,3231.844,5000,2014056
M,North America,US01,201099,20-03-2018,5329.706,1003,2020322
M,North America,US01,BE01,23-05-2018,95.254,5000,2019832
M,North America,US01,BE01,28-06-2019,5669.9,5000,2014263
M,North America,US01,BE01,12-11-2019,5669.9,5000,2014263
M,North America,US01,BE01,01-03-2021,5443.103,5000,2021743
M,North America,US01,201099,20-08-2018,6395.647,1003,2020322
M,North America,US01,BE01,01-11-2018,6803.88,5000,2014263
M,North America,US01,201099,19-01-2022,8527.53,1003,2015023
M,North America,US01,201099,23-02-2022,8527.529,1003,2015023
M,North America,US01,201099,11-05-2022,8527.53,1003,2015023
M,North America,US01,201099,11-07-2022,8527.529,1003,2015023
M,North America,US01,201099,24-08-2022,8527.53,1003,2015023
M,North America,US01,201099,16-09-2022,8527.529,1003,2015023
M,North America,US01,BE01,16-10-2019,8527.529,5000,2019463
M,North America,US01,BE01,22-02-2021,8618.248,5000,2007850
M,North America,US01,BE01,10-01-2022,10886.207,5000,2021859
M,North America,US01,BE01,09-12-2021,16329.31,5000,2021859
M,North America,US01,BE01,28-01-2022,16329.311,5000,2021859
M,North America,US01,BE01,11-06-2018,12927.375,5000,2021435
M,North America,US01,BE01,05-04-2021,10341.897,5000,2007850
M,North America,US01,BE01,28-01-2022,13063.449,5000,2022046
M,North America,US01,201099,27-01-2022,7461.589,1003,2015023
M,North America,US01,201099,07-03-2022,7461.588,1003,2015023
M,North America,US01,201099,18-04-2022,7461.588,1003,2015023
M,North America,US01,201099,14-06-2022,7461.589,1003,2015023
M,North America,US01,201099,08-08-2022,7461.588,1003,2015023
M,North America,US01,201099,29-03-2022,9593.47,1003,2015023
M,North America,US01,BE01,01-03-2021,20683.794,5000,2007850
M,North America,US01,BE01,08-10-2019,18121.001,5000,2019463
M,North America,US01,BE01,16-01-2020,4644.782,5000,2007946
M,North America,US01,BE01,09-04-2021,4064.184,5000,2007946
M,North America,US01,BE01,22-10-2019,1077.734,5000,2021859
M,North America,US01,201099,26-09-2022,4127.688,1003,2014737
M,North America,US01,201099,03-10-2022,7461.588,1003,2015023
M,North America,US01,201099,03-10-2022,1996,1003,2021042
M,North America,US01,100388,16-11-2017,1399.786,1002,2016026
M,North America,US01,100388,25-08-2015,1399.786,1002,2016026
M,North America,US01,100388,04-09-2015,1399.786,1002,2016026
M,North America,US01,100388,16-09-2015,1399.786,1002,2016026
M,North America,US01,100388,25-11-2015,1399.786,1002,2016026
M,North America,US01,100388,30-12-2015,1399.786,1002,2016026
M,North America,US01,100388,11-01-2016,1399.786,1002,2016026
M,North America,US01,100388,29-02-2016,1399.786,1002,2016026
M,North America,US01,100388,19-05-2016,1399.786,1002,2016026
M,North America,US01,100388,18-08-2016,1399.786,1002,2016026
M,North America,US01,100388,07-10-2016,1399.786,1002,2016026
M,North America,US01,100388,21-10-2016,1399.786,1002,2016026
M,North America,US01,100388,16-12-2016,1399.786,1002,2016026
M,North America,US01,100388,07-02-2017,1399.786,1002,2016026
M,North America,US01,100388,25-02-2017,1399.786,1002,2016026
M,North America,US01,100388,24-03-2017,1399.786,1002,2016026
M,North America,US01,100388,11-09-2017,1399.786,1002,2016026
M,North America,US01,201363,17-10-2016,1646.538,1004,2007722
M,North America,US01,201363,13-12-2016,1646.538,1004,2007722
M,North America,US01,201363,17-02-2017,1646.538,1004,2007722
M,North America,US01,200492,02-06-2017,850.485,1004,2020497
M,North America,US01,100388,09-01-2018,1399.786,1002,2016026
M,North America,US01,100388,13-11-2015,1496.854,1002,2007573
M,North America,US01,100388,27-09-2017,1496.854,1004,2007573
M,North America,US01,100388,10-11-2017,1496.854,1004,2007573
M,North America,US01,100388,08-12-2017,1496.854,1004,2007573
M,North America,US01,100388,18-01-2018,1496.854,1004,2007573
M,North America,US01,100388,21-02-2018,1496.854,1004,2007573
M,North America,US01,100388,28-01-2016,1496.854,1004,2007573
M,North America,US01,100388,12-02-2016,1496.854,1004,2007573
M,North America,US01,100388,28-07-2016,1496.854,1004,2007573
M,North America,US01,100388,16-09-2016,1496.854,1004,2007573
M,North America,US01,100388,14-11-2016,1496.854,1004,2007573
M,North America,US01,100388,16-12-2016,1496.854,1004,2007573
M,North America,US01,100388,15-05-2017,1496.854,1004,2007573
M,North America,US01,100388,21-06-2017,1496.854,1004,2007573
M,North America,US01,100388,31-08-2017,1496.854,1004,2007573
M,North America,US01,100388,11-09-2017,1496.854,1004,2007573
M,North America,US01,100388,03-04-2018,1496.854,1004,2007573
M,North America,US01,100388,10-05-2018,1496.854,1004,2007573
M,North America,US01,100388,04-06-2018,1496.854,1004,2007573
M,North America,US01,100388,12-07-2018,1496.854,1004,2007573
M,North America,US01,100388,25-07-2018,1496.854,1004,2007573
M,North America,US01,100388,13-10-2017,1496.854,1004,2011859
M,North America,US01,100388,16-11-2017,1496.854,1004,2011859
M,North America,US01,201363,01-02-2018,3293.077,1004,2007722
M,North America,US01,100388,13-01-2016,-1496.854,1004,2011859
M,North America,US01,201363,18-12-2015,3293.077,1004,2007722
M,North America,US01,100388,23-01-2017,1496.854,1004,2011859
M,North America,US01,201363,10-04-2017,3293.077,1004,2007722
M,North America,US01,100388,21-06-2017,1496.854,1004,2011859
M,North America,US01,201363,26-07-2017,3293.077,1004,2007722
M,North America,US01,100388,24-07-2017,1496.854,1004,2011859
M,North America,US01,201363,24-09-2015,4127.688,1002,2020562
M,North America,US01,100388,02-02-2018,3163.8,1002,2016772
M,North America,US01,201363,20-09-2017,4939.615,1004,2007722
M,North America,US01,201363,15-09-2015,4939.615,1004,2007722
M,North America,US01,201363,12-11-2015,4939.615,1004,2007722
M,North America,US01,200492,31-05-2016,54.431,1004,2014689
M,North America,US01,200492,15-06-2016,3163.8,1004,2007687
M,North America,US01,200492,21-06-2016,54.431,1004,2014689
M,North America,US01,200492,05-08-2016,3163.8,1004,2007687
M,North America,US01,100388,14-11-2016,2245.281,1004,2011859
M,North America,US01,100388,29-12-2017,4490.561,1004,2011859
M,North America,US01,100388,13-11-2015,4490.561,1004,2011859
M,North America,US01,100388,12-02-2016,4490.561,1004,2011859
M,North America,US01,100388,01-04-2016,4490.561,1004,2011859
M,North America,US01,100388,28-07-2016,4490.561,1004,2011859
M,North America,US01,100388,23-11-2016,4490.561,1004,2011859
M,North America,US01,100388,10-07-2017,4490.561,1004,2011859
M,North America,US01,100388,30-04-2018,4490.561,1004,2011859
M,North America,US01,100388,20-06-2018,4490.561,1004,2011859
M,North America,US01,100388,12-07-2018,4490.56,1004,2011859
M,North America,US01,200434,18-09-2017,8398.715,1001,2016026
M,North America,US01,100388,27-09-2017,3742.134,1004,2011859
M,North America,US01,100388,24-10-2017,3742.134,1004,2011859
M,North America,US01,100388,10-11-2017,3742.134,1004,2011859
M,North America,US01,100388,08-12-2017,3742.134,1004,2011859
M,North America,US01,100388,16-09-2015,3742.134,1004,2011859
M,North America,US01,100388,29-02-2016,3742.134,1004,2011859
M,North America,US01,200492,02-03-2016,124.738,1004,2016060
M,North America,US01,100388,23-06-2016,3742.134,1004,2011859
M,North America,US01,100388,16-09-2016,3742.134,1004,2011859
M,North America,US01,100388,07-10-2016,3742.134,1004,2011859
M,North America,US01,100388,21-10-2016,3742.134,1004,2011859
M,North America,US01,100388,28-04-2017,3742.134,1004,2011859
M,North America,US01,100388,09-10-2015,5987.415,1004,2011859
M,North America,US01,100388,09-03-2017,5987.414,1004,2011859
M,North America,US01,100388,10-04-2017,5987.415,1004,2011859
M,North America,US01,100388,31-08-2017,5987.415,1004,2011859
M,North America,US01,100388,04-06-2018,5987.415,1004,2011859
M,North America,US01,100388,30-12-2015,7484.268,1004,2011859
M,North America,US01,200492,31-01-2017,8504.848,1004,2020497
M,North America,US01,100388,18-01-2018,5238.988,1004,2011859
M,North America,US01,100388,21-02-2018,5238.988,1004,2011859
M,North America,US01,100388,11-01-2016,5238.988,1004,2011859
M,North America,US01,100388,18-03-2016,5238.988,1004,2011859
M,North America,US01,100388,03-06-2016,5238.988,1004,2011859
M,North America,US01,100388,18-08-2016,5238.988,1004,2011859
M,North America,US01,100388,16-12-2016,5238.988,1004,2011859
M,North America,US01,100388,09-01-2017,5238.988,1004,2011859
M,North America,US01,100388,15-05-2017,5238.988,1004,2011859
M,North America,US01,100388,10-08-2017,5238.987,1004,2011859
M,North America,US01,100388,03-04-2018,5238.988,1004,2011859
M,North America,US01,100388,25-07-2018,5238.988,1004,2011859
M,North America,US01,100388,14-08-2018,5238.988,1004,2011859
M,North America,US01,100388,09-01-2018,6735.842,1004,2011859
M,North America,US01,100388,28-01-2016,6735.841,1004,2011859
M,North America,US01,100388,07-02-2017,6735.841,1004,2011859
M,North America,US01,100388,10-05-2018,6735.842,1004,2011859
M,North America,US01,200492,21-06-2016,-54.431,1004,2014689
M,North America,US01,200492,21-03-2016,6731.306,1004,2007687
M,North America,US01,200492,18-11-2015,4526.848,1004,2007687
M,North America,US01,200492,18-01-2016,4445.202,1004,2007687
M,North America,US01,200492,28-02-2017,-1054.6,1004,2007687
M,North America,US01,200434,23-11-2015,20415.268,1001,2015497
M,North America,US01,201363,12-06-2017,-1020.571,1004,2014176
M,North America,US01,200492,20-06-2017,6942.51,1004,2020497
M,North America,US01,200492,28-02-2017,-1002.925,1004,2007687
M,North America,US01,100388,02-03-2018,1399.786,1002,2016026
M,North America,US01,201363,16-03-2022,1646.538,1002,2007722
M,North America,US01,201363,10-06-2022,1646.538,1002,2007722
M,North America,US01,201363,12-08-2022,1646.538,1002,2007722
M,North America,US01,201363,20-03-2018,-1054.6,1002,2016772
M,North America,US01,201363,05-04-2022,1646.538,1002,2007722
M,North America,US01,201363,26-08-2022,1646.538,1002,2007722
M,North America,US01,201363,01-05-2018,1646.538,1004,2007722
M,North America,US01,200492,10-08-2018,6905.938,1004,2015497
M,North America,US01,201363,23-09-2022,1646.538,1002,2007722
M,North America,US01,201437,17-06-2016,1050.066,1003,2007706
M,North America,US01,201437,20-06-2016,1050.066,1003,2007706
M,North America,US01,201437,15-05-2017,1050.066,1003,2007706
M,North America,US01,201437,12-12-2017,986.563,1004,2015497
M,North America,US01,200493,04-01-2018,1050.066,1004,2007706
M,North America,US01,100388,08-02-2017,-748.427,1004,2011859
M,North America,US01,200493,28-09-2015,1050.066,1004,2007706
M,North America,US01,200493,11-03-2016,1050.066,1004,2007706
M,North America,US01,200493,29-07-2016,1050.066,1004,2007706
M,North America,US01,200493,25-10-2016,1050.066,1004,2007706
M,North America,US01,200493,20-03-2017,1050.066,1004,2007706
M,North America,US01,200493,14-07-2017,1050.066,1004,2007706
M,North America,US01,JP01,26-09-2017,222.26,5000,2013917
M,North America,US01,JP01,29-11-2017,222.26,5000,2013917
M,North America,US01,JP01,20-12-2016,222.26,5000,2013917
M,North America,US01,JP01,28-03-2017,222.26,5000,2013917
M,North America,US01,JP01,31-05-2017,222.26,5000,2013917
M,North America,US01,JP01,03-08-2017,222.26,5000,2013917
M,North America,US01,200493,18-01-2018,1100,1002,2020143
M,North America,US01,201437,14-08-2017,2222.6,1003,2014652
M,North America,US01,201437,08-08-2015,2100.132,1003,2007706
M,North America,US01,201437,23-09-2015,2100.132,1003,2007706
M,North America,US01,201437,18-11-2015,2100.131,1003,2007706
M,North America,US01,201437,14-01-2016,2100.131,1003,2007706
M,North America,US01,201437,05-04-2016,2100.131,1003,2007706
M,North America,US01,201437,15-09-2016,2100.131,1003,2007706
M,North America,US01,201437,10-11-2016,2100.131,1003,2007706
M,North America,US01,201437,04-01-2017,2100.131,1003,2007706
M,North America,US01,201437,22-02-2017,2100.131,1003,2007706
M,North America,US01,201437,17-04-2017,2100.131,1003,2007706
M,North America,US01,201437,19-05-2017,2100.131,1003,2007706
M,North America,US01,201437,01-11-2017,1973.125,1004,2015497
M,North America,US01,200009,19-02-2018,1973.125,1001,2015497
M,North America,US01,JP01,24-11-2015,344.73,5000,2007850
M,North America,US01,JP01,12-01-2016,444.52,5000,2013917
M,North America,US01,201437,29-01-2016,1973.125,1001,2015497
M,North America,US01,JP01,03-08-2017,344.73,5000,2007850
M,North America,US01,JP01,23-08-2017,344.73,5000,2007850
M,North America,US01,JP01,01-03-2016,444.52,5000,2013917
M,North America,US01,201437,03-01-2018,4263.765,1003,2012889
M,North America,US01,201437,24-08-2015,4263.765,1003,2012889
M,North America,US01,201437,06-10-2017,8890.4,1003,2014652
M,North America,US01,201437,10-07-2017,4445.2,1003,2014652
M,North America,US01,201437,31-01-2018,4127.688,1003,2014737
M,North America,US01,201437,16-09-2015,4127.688,1003,2014737
M,North America,US01,201437,17-02-2017,4127.688,1003,2014737
M,North America,US01,201437,08-11-2017,3946.25,1004,2015497
M,North America,US01,201437,14-11-2017,3946.25,1004,2015497
M,North America,US01,201437,30-11-2017,3946.25,1004,2015497
M,North America,US01,JP01,31-10-2017,689.46,5000,2007850
M,North America,US01,JP01,26-08-2015,689.46,5000,2007850
M,North America,US01,201437,14-10-2015,3946.25,1001,2015497
M,North America,US01,201437,19-11-2015,3946.25,1001,2015497
M,North America,US01,201437,20-11-2015,3946.251,1001,2015497
M,North America,US01,201437,01-12-2015,3946.25,1001,2015497
M,North America,US01,201437,14-12-2015,3946.25,1001,2015497
M,North America,US01,201437,07-01-2016,3946.25,1001,2015497
M,North America,US01,201437,22-02-2016,3946.251,1001,2015497
M,North America,US01,JP01,16-08-2016,689.46,5000,2007850
M,North America,US01,JP01,22-11-2016,689.46,5000,2007850
M,North America,US01,JP01,23-02-2017,689.46,5000,2007850
M,North America,US01,JP01,02-03-2016,689.46,5000,2007850
M,North America,US01,201437,25-08-2015,3333.9,1003,2014652
M,North America,US01,201437,15-02-2016,3095.766,1003,2014737
M,North America,US01,201437,11-01-2017,3095.766,1003,2014737
M,North America,US01,201437,26-01-2017,3197.823,1003,2020322
M,North America,US01,201437,27-03-2017,3095.766,1003,2014737
M,North America,US01,201437,09-10-2017,3150.197,1003,2007706
M,North America,US01,201437,12-12-2017,3150.197,1003,2007706
M,North America,US01,201437,29-01-2018,3150.197,1003,2007706
M,North America,US01,201437,02-12-2016,3095.766,1003,2014737
M,North America,US01,201437,17-04-2017,3095.766,1003,2014737
M,North America,US01,201437,05-07-2017,3150.197,1003,2007706
M,North America,US01,201437,07-08-2017,3150.197,1003,2007706
M,North America,US01,201437,15-09-2017,2959.688,1004,2015497
M,North America,US01,201437,22-12-2017,2959.688,1004,2015497
M,North America,US01,JP01,24-01-2018,3163.8,5000,2017907
M,North America,US01,201437,26-10-2015,2959.688,1001,2015497
M,North America,US01,201437,03-11-2015,2959.688,1001,2015497
M,North America,US01,201437,25-01-2016,2959.688,1001,2015497
M,North America,US01,JP01,10-02-2016,517.095,5000,2007850
M,North America,US01,201437,18-03-2016,3095.766,1003,2014737
M,North America,US01,201437,04-10-2017,20239.275,1001,2015497
M,North America,US01,201437,08-11-2017,20230.203,1001,2015497
M,North America,US01,201437,07-12-2017,20415.269,1001,2015497
M,North America,US01,200009,29-12-2017,20414.815,1001,2015497
M,North America,US01,201437,19-01-2018,20456.999,1001,2015497
M,North America,US01,201437,08-02-2018,20414.815,1001,2015497
M,North America,US01,201437,13-03-2018,20574.933,1001,2015497
M,North America,US01,201437,24-11-2015,20413.001,1001,2015497
M,North America,US01,201437,23-12-2015,20415.269,1001,2015497
M,North America,US01,201437,26-01-2016,20414.815,1001,2015497
M,North America,US01,201437,22-02-2016,20075.982,1001,2015497
M,North America,US01,201437,22-03-2016,20415.269,1001,2015497
M,North America,US01,200009,29-04-2016,20413.908,1001,2015497
M,North America,US01,201437,18-04-2016,20415.269,1001,2015497
M,North America,US01,201437,19-05-2016,20413.455,1001,2015497
M,North America,US01,201437,22-06-2016,20412.547,1001,2015497
M,North America,US01,201437,08-08-2016,20410.28,1001,2015497
M,North America,US01,201437,07-09-2016,20415.269,1001,2015497
M,North America,US01,201437,07-10-2016,20413.001,1001,2015497
M,North America,US01,200009,09-11-2016,20414.815,1001,2015497
M,North America,US01,201437,01-11-2016,20414.815,1001,2015497
M,North America,US01,201437,02-12-2016,20413.455,1001,2015497
M,North America,US01,201437,22-12-2016,20415.269,1001,2015497
M,North America,US01,201437,25-01-2017,20415.269,1001,2015497
M,North America,US01,201437,16-02-2017,20414.815,1001,2015497
M,North America,US01,201437,20-03-2017,20413.001,1001,2015497
M,North America,US01,201437,14-04-2017,20012.479,1001,2015497
M,North America,US01,201437,10-05-2017,20413.001,1001,2015497
M,North America,US01,201437,09-06-2017,20414.815,1001,2015497
M,North America,US01,201437,10-07-2017,20529.574,1001,2015497
M,North America,US01,201437,08-08-2017,20384.425,1001,2015497
M,North America,US01,201437,13-04-2018,20415.269,1001,2015497
M,North America,US01,201437,22-05-2018,20414.815,1001,2015497
M,North America,US01,201437,26-06-2018,20415.269,1001,2015497
M,North America,US01,201437,01-08-2018,20415.269,1001,2015497
M,North America,US01,200009,15-01-2016,20293.706,1001,2013147
M,North America,US01,201437,22-10-2015,6667.8,1003,2014652
M,North America,US01,201437,11-01-2017,6667.8,1003,2014652
M,North America,US01,201437,13-02-2017,6667.8,1003,2014652
M,North America,US01,201437,19-10-2015,5919.375,1001,2015497
M,North America,US01,201437,21-12-2015,5919.375,1001,2015497
M,North America,US01,201437,19-01-2016,5919.375,1001,2015497
M,North America,US01,201437,29-01-2016,5919.375,1001,2015497
M,North America,US01,JP01,02-06-2016,1034.19,5000,2007850
M,North America,US01,JP01,27-04-2017,1034.19,5000,2007850
M,North America,US01,201437,13-10-2017,5556.5,1003,2014652
M,North America,US01,201437,16-09-2015,5556.5,1003,2014652
M,North America,US01,201437,23-09-2015,5556.5,1003,2014652
M,North America,US01,201437,10-01-2018,4932.813,1004,2015497
M,North America,US01,201437,18-01-2018,4932.813,1004,2015497
M,North America,US01,201437,22-01-2018,4932.813,1004,2015497
M,North America,US01,JP01,29-10-2015,861.825,5000,2007850
M,North America,US01,201437,26-01-2016,4932.813,1001,2015497
M,North America,US01,201437,05-12-2016,4932.813,1001,2015497
M,North America,US01,201437,23-12-2016,4932.813,1001,2015497
M,North America,US01,201437,23-01-2017,4932.813,1001,2015497
M,North America,US01,201437,02-05-2016,5329.706,1003,2012889
M,North America,US01,201437,21-12-2017,8890.4,1003,2014652
M,North America,US01,201437,07-02-2018,8890.4,1003,2014652
M,North America,US01,201437,07-10-2015,8890.4,1003,2014652
M,North America,US01,201437,08-08-2016,8890.4,1003,2014652
M,North America,US01,201437,19-09-2016,8890.4,1003,2014652
M,North America,US01,201437,28-02-2017,8890.4,1003,2014652
M,North America,US01,201437,20-03-2017,8890.4,1003,2014652
M,North America,US01,201437,05-04-2017,8890.4,1003,2014652
M,North America,US01,201437,28-04-2017,8890.4,1003,2014652
M,North America,US01,201437,23-08-2017,8890.4,1003,2014652
M,North America,US01,201437,26-10-2017,7892.5,1004,2015497
M,North America,US01,JP01,07-02-2018,1378.92,5000,2007850
M,North America,US01,201437,10-11-2015,7892.5,1001,2015497
M,North America,US01,201437,01-09-2017,7892.501,1004,2015497
M,North America,US01,201437,02-12-2016,11113,1003,2014652
M,North America,US01,201437,25-09-2017,9865.625,1004,2015497
M,North America,US01,201437,09-10-2017,9865.625,1004,2015497
M,North America,US01,201437,20-10-2017,9865.626,1004,2015497
M,North America,US01,201437,16-11-2017,9865.625,1004,2015497
M,North America,US01,201437,18-12-2017,9865.625,1004,2015497
M,North America,US01,201437,30-01-2018,9865.625,1004,2015497
M,North America,US01,201437,16-02-2018,9865.625,1004,2015497
M,North America,US01,201437,29-02-2016,9865.625,1001,2015497
M,North America,US01,201437,04-04-2016,9865.625,1001,2015497
M,North America,US01,201437,17-04-2016,9865.625,1001,2015497
M,North America,US01,201437,03-05-2016,9865.625,1001,2015497
M,North America,US01,201437,20-05-2016,9865.625,1001,2015497
M,North America,US01,201437,03-06-2016,9865.626,1001,2015497
M,North America,US01,201437,26-06-2016,9865.626,1001,2015497
M,North America,US01,201437,11-07-2016,9865.625,1001,2015497
M,North America,US01,201437,20-07-2016,9865.625,1001,2015497
M,North America,US01,201437,25-07-2016,9865.625,1001,2015497
M,North America,US01,201437,29-08-2016,9865.625,1001,2015497
M,North America,US01,201437,19-09-2016,9865.625,1001,2015497
M,North America,US01,201437,07-11-2016,9865.625,1001,2015497
M,North America,US01,201437,14-11-2016,9865.625,1001,2015497
M,North America,US01,201437,12-12-2016,9865.626,1001,2015497
M,North America,US01,201437,30-12-2016,9865.625,1001,2015497
M,North America,US01,201437,31-01-2017,9865.626,1001,2015497
M,North America,US01,201437,13-02-2017,9865.626,1001,2015497
M,North America,US01,201437,27-02-2017,9865.625,1001,2015497
M,North America,US01,201437,13-03-2017,9865.626,1001,2015497
M,North America,US01,201437,20-03-2017,9865.625,1001,2015497
M,North America,US01,201437,27-03-2017,9865.625,1001,2015497
M,North America,US01,201437,26-04-2017,9865.626,1004,2015497
M,North America,US01,201437,08-05-2017,9865.625,1004,2015497
M,North America,US01,201437,22-05-2017,9865.625,1004,2015497
M,North America,US01,201437,12-06-2017,9865.626,1004,2015497
M,North America,US01,201437,26-06-2017,9865.625,1004,2015497
M,North America,US01,201437,10-07-2017,9865.625,1004,2015497
M,North America,US01,201437,07-08-2017,9865.626,1004,2015497
M,North America,US01,201437,21-08-2017,9865.625,1004,2015497
M,North America,US01,201437,08-01-2018,9865.625,1004,2015497
M,North America,US01,201437,11-03-2016,9865.625,1001,2015497
M,North America,US01,201437,18-03-2016,11113,1003,2014652
M,North America,US01,201437,18-03-2016,9865.625,1001,2015497
M,North America,US01,201437,19-09-2017,6905.938,1004,2015497
M,North America,US01,201437,02-01-2018,6905.938,1004,2015497
M,North America,US01,201437,10-08-2016,6905.938,1001,2015497
M,North America,US01,201437,02-05-2016,7779.1,1003,2014652
M,North America,US01,201437,08-11-2017,15785,1004,2015497
M,North America,US01,201437,19-08-2015,10001.7,1003,2014652
M,North America,US01,201437,15-02-2016,10001.7,1003,2014652
M,North America,US01,201437,11-12-2017,8879.063,1004,2015497
M,North America,US01,201437,23-02-2018,8879.063,1004,2015497
M,North America,US01,201437,12-01-2016,15558.2,1003,2014652
M,North America,US01,201437,05-02-2016,13811.875,1001,2015497
M,North America,US01,201437,15-08-2016,12825.313,1001,2015497
M,North America,US01,201437,01-11-2016,12224.3,1003,2014652
M,North America,US01,201437,03-11-2017,10852.188,1004,2015497
M,North America,US01,201437,22-11-2017,10852.188,1004,2015497
M,North America,US01,201437,12-09-2017,15879.349,1001,2015497
M,North America,US01,JP01,24-11-2015,14424.225,5000,2007934
M,North America,US01,201437,31-08-2016,-997.868,1003,2019123
M,North America,US01,JP01,07-12-2016,15866.648,5000,2007934
M,North America,US01,201437,27-10-2015,20416.176,1001,2015497
M,North America,US01,201437,02-09-2015,20422.526,1001,2015497
M,North America,US01,201437,02-10-2015,20423.433,1001,2015497
M,North America,US01,201437,31-08-2016,-748.291,1003,2019463
M,North America,US01,200009,06-06-2016,20538.646,1001,2013147
M,North America,US01,200009,26-07-2016,20085.054,1001,2013147
M,North America,US01,200009,15-08-2016,20538.646,1001,2013147
M,North America,US01,JP01,19-12-2017,16347.457,5000,2007934
M,North America,US01,201437,15-04-2022,1050.066,1003,2007706
M,North America,US01,200493,31-08-2022,1050.066,1002,2007706
M,North America,US01,200493,30-07-2018,1050.066,1004,2007706
M,North America,US01,JP01,01-08-2018,222.26,5000,2013917
M,North America,US01,JP01,28-01-2019,222.26,5000,2013917
M,North America,US01,JP01,01-04-2019,222.26,5000,2013917
